0.000	o
0.250	to
0.500	me
0.750	kai
1.250	bou
1.750	de
2.000	aso
2.250	bou
2.500	yo
3.000	do
3.500	ki
3.750	do
4.000	ki
4.250	la
4.500	la
4.750	la
5.250	la
5.750	la
6.000	la
6.250	la
6.500	la
7.000	la
7.500	la
7.750	la
8.000	la
8.250	la
8.500	la
9.250	la
9.750	la
10.000	la
10.250	la
10.500	la
11.000	la
11.500	la
12.000	la
12.500	la
13.000	la
13.250	la
13.500	la
13.750	la
14.000	la
14.250	la
30.766	la
31.266	la
31.766	la
32.016	la
32.266	la
32.516	la
33.016	la
33.266	la
33.516	la
34.016	la
34.266	la
34.516	la
34.766	la
35.266	la
35.766	la
36.016	la
36.266	la
36.516	la
37.016	la
37.266	la
37.516	la
38.266	la
38.766	la
38.891	la
39.016	la
39.266	la
39.391	la
39.516	la
39.766	la
39.891	la
40.016	la
40.266	la
40.391	la
40.516	la
40.766	la
40.891	la
41.016	la
41.141	la
41.266	la
41.516	la
41.766	la
41.891	la
42.016	la
42.141	la
42.266	la
42.516	la
43.016	la
43.266	la
43.516	la
43.766	la
44.016	la
44.266	la
44.516	la
44.766	la
45.016	la
45.516	la
46.016	la
46.266	la
46.766	la
47.266	la
47.766	la
48.016	la
48.266	la
48.516	la
49.016	la
49.266	la
49.516	la
50.016	la
50.266	la
50.516	la
50.766	la
51.266	la
51.766	la
52.016	la
52.266	la
52.516	la
53.016	la
53.516	la
54.266	la
54.766	la
54.891	la
55.016	la
55.266	la
55.391	la
55.516	la
55.766	la
55.891	la
56.016	la
56.266	la
56.391	la
56.516	la
56.766	la
56.891	la
57.016	la
57.141	la
57.266	la
57.516	la
57.766	la
58.016	la
58.266	la
58.516	la
59.016	la
59.266	la
59.516	la
59.766	la
60.016	la
60.266	la
60.516	la
61.016	la
61.516	la
62.016	la
62.266	la
63.250	la
63.500	la
63.625	la
63.750	la
64.000	la
64.250	la
64.500	la
65.250	la
65.500	la
65.625	la
65.750	la
66.000	la
66.250	la
66.500	la
67.250	la
67.375	la
67.750	la
68.000	la
68.250	la
68.500	la
68.750	la
69.250	la
69.625	la
69.750	la
70.500	la
70.625	la
70.750	la
71.250	la
71.625	la
71.750	la
72.000	la
72.250	la
72.750	la
75.000	la
75.266	la
75.516	la
75.766	la
76.000	la
76.250	la
76.500	la
76.750	la
77.250	la
77.750	la
78.000	la
78.250	la
78.500	la
79.000	la
79.500	la
79.750	la
80.000	la
80.250	la
80.500	la
80.750	la
81.250	la
81.750	la
82.000	la
82.250	la
82.500	la
83.000	la
83.500	la
83.750	la
84.000	la
84.250	la
84.500	la
85.250	la
85.750	la
86.000	la
86.250	la
86.500	la
87.000	la
87.500	la
88.250	la
88.500	la
89.000	la
89.250	la
89.500	la
90.000	la
90.250	la
92.000	la
92.250	la
92.500	la
92.750	la
93.250	la
93.750	la
94.000	la
94.250	la
94.500	la
95.000	la
95.500	la
95.750	la
96.000	la
96.250	la
96.500	la
96.750	la
97.250	la
97.750	la
98.000	la
98.250	la
98.500	la
99.000	la
99.500	la
99.750	la
100.000	la
100.250	la
100.500	la
101.250	la
101.750	la
102.000	la
102.250	la
102.500	la
103.000	la
103.500	la
104.000	la
104.500	la
105.000	la
105.250	la
105.500	la
105.750	la
106.000	la
106.250	la
122.734	la
123.234	la
123.500	la
123.734	la
